,products,company,price,weight,star_rating,total_comments,flavours,price_per_100g,per_kg_sell,adult,chicken,wet,from_ocean,fish,tuna,salmon,mackerel,shrimps,milk,can,gravy,pouch,liver,grilled,turkey,ham,vegan
57,"Whiskas Tasty Mix Wet Food for Adult Cats (1+ Year), Made with Real Fish, Chicken with Salmon Wakame Seaweed in Gravy, Pack of 12 (12 x 70 g)",whiskas,486.0,0.84,4.4,116.0,"['Adult', 'Fish', 'Chicken', 'Wet', 'Gravy', 'Salmon', 'Sea']",57.857142857142854,67114.29,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Purina Fancy Feast Tuna Chunks in Luscious Gravy Wet Cat Food Pack of 6 X 85g Cans (1 Can Free with 5 Cans),purina,462.0,0.42500000000000004,4.1,2.0,"['Tuna', 'Wet', 'Gravy']",90.588235294117647058823529411765,2174.12,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Royal Canin Indoor 27 Dry Adult Cat Food Chicken Flavour 2 KG,royal,1500.0,2.0,4.5,1853.0,"['Dry', 'Adult', 'Chicken', 'Canin']",75.0,1389750.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,"Purepet Wet Cat Food For All Life Stages, Real Chicken and Chicken Liver in Gravy, 24 Pouches (24 x 70g)",purepet,528.0,1.68,3.4,328.0,"['Chicken', 'Wet', 'Gravy']",31.428571428571427,103085.71,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
61,"Meat Up Adult (+1 Year) Wet Cat Food, Real Chicken and Chicken Liver in Gravy, 70g (Pack of 6) - Buy 1 Get 1 Free",meat,269.0,0.14,3.3,789.0,"['Adult', 'Chicken', 'Wet', 'Gravy', 'Meat']",64.047619047619047619047619047619,1516007.14,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
62,"Me-O Cat Food Tuna, 1.2 kg",me-o,369.0,1.2,4.4,234.0,['Tuna'],30.75,71955.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,"Me-O Baby Persian Kitten Cat Food, Chicken, 1.1kg",me-o,415.0,1.1,4.4,297.0,"['Chicken', 'Kitten', 'Persian']",37.72727272727273,112050.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,"Kitty Yums Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.2kg",kitty,520.0,1.2,4.8,8.0,"['Dry', 'Adult', 'Fish', 'Ocean']",43.333333333333336,3466.67,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,"Sheba Fine Food for Adults Cats (+1 Years), Chicken Premium Loaf Flavour, Pack of 24 (24 x 70g)",sheba,1116.0,1.68,4.2,330.0,"['Adult', 'Chicken']",66.42857142857143,219214.29,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,"Me-O Adult Dry Cat Food, Chicken and Vegetable, 7 kg",me-o,1850.0,7.0,4.4,314.0,"['Dry', 'Adult', 'Chicken']",26.428571428571427,82985.71,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,"FARMINA N&D Prime Dry Cat Food, Adult, Grain-Free, 5-kg, Chicken and Pomegranate",farmina,5590.0,5.0,4.5,537.0,"['Dry', 'Adult', 'Chicken', 'Grain', 'Grain-Free']",111.8,600366.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68,ME-O Dry Adult CAT Food Tuna Flavour 7 KG,me-o,1850.0,7.0,4.5,116.0,"['Dry', 'Adult', 'Tuna']",26.428571428571427,30657.14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,"Royal Canin Intense Beauty Gravy Adult Cat SeaFood, 85 g (12 Pack)",royal,1188.0,0.085,4.3,538.0,"['Adult', 'Gravy', 'Sea', 'Canin']",116.47,7519341.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
70,"FARMINA N&D Ocean Herring and Orange Adult Cat, 300 g",farmina,750.0,0.3,4.5,18.0,"['Adult', 'Ocean']",250.0,45000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,"FARMINA N&D Prime Dry Cat Food, Kitten, Grain-Free, 1.5-kg, Chicken and Pomegranate",farmina,1900.0,1.5,4.4,531.0,"['Dry', 'Chicken', 'Kitten', 'Grain', 'Grain-Free']",126.66666666666667,672600.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72,"FARMINA N&D Prime Dry Cat Food, Adult, Grain-Free, 5-kg, Lamb and Blueberry",farmina,4761.0,5.0,4.5,791.0,"['Dry', 'Adult', 'Grain', 'Grain-Free']",95.22,753190.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
73,"FARMINA Matisse Dry Cat Food, Kitten, 1.5-kg",farmina,1190.0,1.5,4.5,281.0,"['Dry', 'Kitten', 'Matisse']",79.33333333333333,222926.67,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,"Me-O Persian Dry Adult Cat Food, Chicken Flavour, 1.1 KG",me-o,,1.1,4.3,315.0,"['Dry', 'Adult', 'Chicken', 'Persian']",,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,"IAMS Proactive Health Premium Dry Food for Adult Cats (1+ Years) with Tuna & Salmon, 1kg",iams,510.0,1.0,4.2,9.0,"['Dry', 'Adult', 'Tuna', 'Salmon']",51.0,4590.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,"Kennel Kitchen Tuna in Jelly, 430g (Pack of 2), Wet Cat Food for Adult Cat and Kitten",kennel,300.0,0.86,3.1,228.0,"['Adult', 'Tuna', 'Kitten', 'Wet', 'Jelly']",31.279069767441860465116279069767,79534.88,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Heads Up For Tails Schesir Wet Cat Food Tuna and Chicken with Shrimps Pouch - 50 g (Pack of 4),heads,356.0,0.2,4.2,19.0,"['Tuna', 'Chicken', 'Wet', 'Schesir']",178.0,33820.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78,"Whiskas Tasty Mix Wet Food for Adult Cats (1+ Year), Made with Real Fish, Seafood Cocktail Wakame Seaweed in Gravy, Pack of 12 (12 x 70 g)",whiskas,486.0,0.84,4.2,126.0,"['Adult', 'Fish', 'Wet', 'Gravy', 'Sea', 'Seafood']",57.857142857142854,72900.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
79,"Sheba Premium Fine Wet Food for Kitten (2-12 Months), Chicken Loaf, 12 Pouches (12 x 70g)",sheba,658.0,0.84,4.3,493.0,"['Chicken', 'Kitten', 'Wet']",78.33333333333333,386183.33,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
80,"Whiskas Adult (+1 year) Wet Cat Food, Tuna in Jelly, 12 Pouches (12 x 85g)",whiskas,,1.02,4.6,2187.0,"['Adult', 'Tuna', 'Wet', 'Jelly']",,,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
81,"Whiskas Wet Cat Food for Adult Cats (1+Years), Chicken in Gravy Flavour, 85g",whiskas,40.0,0.085,4.5,2309.0,"['Adult', 'Chicken', 'Wet', 'Gravy']",47.05882352941176,1086588.24,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82,"Royal Canin Mother & Baby Cat, 400 g",royal,480.0,0.4,4.5,449.0,['Canin'],120.0,538800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,"FARMINA N&D Ocean Dry Cat Food, Adult, Grain-Free, 1.5-kg, Herring and Orange",farmina,2100.0,1.5,4.5,157.0,"['Dry', 'Adult', 'Ocean', 'Grain', 'Grain-Free']",140.0,219800.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84,Purina Fancy Feast Tuna Affair with Whole Shrimp Wet Cat Food Pack of 6 X 85g Cans (1 Can Free with 5 Cans),purina,462.0,0.42500000000000004,4.1,20.0,"['Tuna', 'Wet']",90.588235294117647058823529411765,21741.18,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Purina Fancy Feast Seafood and Chicken Feast in Thick Gravy Wet Cat Food Pack of 6 X 85g Cans (1 Can Free with 5 Cans),purina,462.0,0.42500000000000004,3.9,6.0,"['Chicken', 'Wet', 'Gravy', 'Sea', 'Seafood']",90.588235294117647058823529411765,6522.35,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
86,ME-O Dry Adult CAT Food Tuna Flavour 1.2 KG,me-o,420.0,1.2,4.4,84.0,"['Dry', 'Adult', 'Tuna']",35.0,29400.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Schesir Chicken fillets with Ham Multipack Canned Wet Cat Food - 50g Each - Pack of 6,schesir,474.0,0.30000000000000004,5.0,4.0,"['Chicken', 'Wet', 'Schesir']",157.99999999999997,6320.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
88,"Drools Kitten (1-12 Months) Dry Cat Food, Ocean Fish, 3kg with Free 1.2kg",drools,800.0,3.0,4.0,388.0,"['Dry', 'Fish', 'Ocean', 'Kitten']",26.666666666666668,103466.67,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,ME-O Dry Adult CAT Food Persian CAT 1.1 KG,me-o,389.0,1.1,4.2,146.0,"['Dry', 'Adult', 'Persian']",35.36363636363637,51630.91,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Me-O Dry Adult Persian Cat Seafood - 6.8 Kg,me-o,1900.0,6.8,4.5,162.0,"['Dry', 'Adult', 'Sea', 'Persian', 'Seafood']",27.941176470588236,45264.71,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,"Whiskas Wet Food for Adult Cats (1+Years), Chicken in Gravy Flavour, 48 Pouches (48 x 85g)",whiskas,1920.0,4.08,4.5,97.0,"['Adult', 'Chicken', 'Wet', 'Gravy']",47.05882352941177,45647.06,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
92,"Whiskas Tasty Mix Wet Food for Adult Cats (1+ year), Made With Real Fish, Chicken With Tuna And Carrot in Gravy, 24 Pouches (24 x 70g)",whiskas,972.0,1.68,4.4,944.0,"['Adult', 'Fish', 'Tuna', 'Chicken', 'Wet', 'Gravy']",57.857142857142854,546171.43,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
93,Royal Canin Food for Sterilised Cats 85 g (Pack of 12),royal,1500.0,1.02,4.5,455.0,['Canin'],147.05882352941177,669117.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,"ProDiet, Mackerel cat Food, 500 Grams","prodiet,",200.0,0.5,2.5,2.0,['Mackerel'],40.0,800.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,"Me-O Adult Cat Dry Food, Seafood, 7 kg",me-o,1850.0,7.0,4.3,228.0,"['Dry', 'Adult', 'Sea', 'Seafood']",26.428571428571427,60257.14,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,"FARMINA N&D Quinoa Weight Management Dry Cat Food, Adult, Grain-Free, 1.5-kg, Lamb Broccoli and Asparagus",farmina,2250.0,1.5,4.7,29.0,"['Dry', 'Adult', 'Grain', 'Grain-Free']",150.0,43500.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
97,Royal Canin Persian Adult Dry Cat Food 4 Kg,royal,3860.0,4.0,4.6,779.0,"['Dry', 'Adult', 'Persian', 'Canin']",96.5,751735.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,"Royal Canin Kitten Persian, 4kg",royal,4010.0,4.0,4.2,85.0,"['Kitten', 'Persian', 'Canin']",100.25,85212.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,"Purina FRISKIES Surfin' Favourites Adult Cat Food, Mackerel Tuna Salmon & Sardine Flavours, 1.1kg",purina,470.0,1.1,4.2,144.0,"['Adult', 'Tuna', 'Salmon', 'Mackerel', 'FRISKIES']",42.72727272727273,61527.27,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,"FARMINA N&D Quinoa Urinary Dry Cat Food, Adult, Grain-Free, 1.5-kg, Duck Cranberry and Chamomile",farmina,2250.0,1.5,4.7,360.0,"['Dry', 'Adult', 'Grain', 'Grain-Free']",150.0,540000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
101,Purina Fancy Feast Tender Chicken Feast Wet Cat Food Pack of 6 X 85g Cans (1 Can Free with 5 Cans),purina,462.0,0.42500000000000004,3.6,8.0,"['Chicken', 'Wet']",108.70588235294117,8696.47,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,"Me-O Tuna Pellet Adult Cat Food, 7 kg",me-o,1850.0,7.0,4.3,263.0,"['Adult', 'Tuna']",26.428571428571427,69507.14,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,"Matisse Farmina Kitten Cat Food, 400 g",matisse,350.0,0.4,4.4,114.0,"['Kitten', 'Matisse']",87.5,99750.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,MEO Persian Anti Hairball Formula Dry Cat Food - 2.8 Kg,meo,,2.8,4.3,20.0,"['Dry', 'Persian']",,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,"Kennel Kitchen Tuna in Jelly,12 x 80g Each. Grain Free Wet Cat Food for Adults and Kittens,",kennel,480.0,0.96,3.3,134.0,"['Adult', 'Tuna', 'Kitten', 'Wet', 'Grain', 'Jelly']",50.0,67000.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
106,Heads Up For Tails Schesir Wet Cat Food Tuna with Salmon Pouch - 50 g (Pack of 4),heads,356.0,0.2,3.9,46.0,"['Tuna', 'Wet', 'Salmon', 'Schesir']",178.0,81880.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
107,"Royal Canin Adult Instinctive Wet Cat Food, Fish, 85 g (12 Pack)",royal,967.0,0.085,4.5,862.0,"['Adult', 'Fish', 'Wet', 'Canin']",94.803921568627450980392156862745,9806517.65,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,"Royal Canin Kitten Gravy-Salsa-Sas Instinctive pack, 12 x 85g",royal,,1.02,4.4,1466.0,"['Kitten', 'Gravy', 'Canin']",,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
109,"Arden Grange Chicken and Potato Grain Free Adult Cat Food, 2 kg",arden,1692.0,2.0,4.3,261.0,"['Adult', 'Chicken', 'Grain']",84.6,220806.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
110,"FARMINA Matisse Dry Cat Food, Adult, 10-kg, Chicken and Rice",farmina,6550.0,10.0,4.5,17.0,"['Dry', 'Adult', 'Chicken', 'Matisse']",65.5,11135.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
111,"IAMS Proactive Health Premium Dry Food for Adult Cats (1+ Years) with Tuna & Salmon, 3kg",iams,1494.0,3.0,3.0,7.0,"['Dry', 'Adult', 'Tuna', 'Salmon']",49.8,3486.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,"Me-O Cat Food Salmon, 1.1 kg",me-o,420.0,1.1,4.3,196.0,['Salmon'],38.18181818181818,74836.36,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,"Kennel Kitchen Chicken in Jelly, 400g (Pack of 2) Wet Cat Food for Adult Cat and Kitten",kennel,300.0,0.8,3.1,59.0,"['Adult', 'Chicken', 'Kitten', 'Wet', 'Jelly']",37.5,22125.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Sheba Melty Sasami Chicken & White Fish Flavor Cat Treat - 48 g - Each - Pack of 12 (48gx12),sheba,1093.0,0.5760000000000001,5.0,4.0,"['Fish', 'Chicken']",189.75694444444443,7590.28,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Kitty Yums Dry Persian Cat Food - Ocean Fish - 3Kg,kitty,1175.0,3.0,4.7,7.0,"['Dry', 'Fish', 'Ocean', 'Persian']",39.166666666666664,2741.67,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,"Me-O Adult Cat Dry Food, Mackerel, 1.2 kg",me-o,,1.2,4.4,284.0,"['Dry', 'Adult', 'Mackerel']",,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
